Date,Prediction,Lower_Bound,Upper_Bound,Category,Actual
2023-02-19,36.87224255524552,0.0,358.49411228987975,Forecast,
2023-02-20,196.03326427798237,0.0,517.7444748256515,SOCIAL GATHERING,242.0
2023-02-21,149.9291876647901,0.0,445.87678147908764,NETWORKING EVENT,82.0
2023-02-22,167.27438675779823,0.0,498.08236328265264,Forecast,
2023-02-23,186.6783994262437,0.0,504.5951223172178,NETWORKING EVENT,508.0
2023-02-24,36.79060283218712,0.0,353.3339891442289,Forecast,
2023-02-25,213.28119196591416,0.0,528.1341564718529,ONLINE LEARNING,290.0
2023-02-26,211.59926519703907,0.0,543.7477949898723,NETWORKING EVENT,308.0
2023-02-27,149.5652516164466,0.0,468.00804462127246,Forecast,
2023-02-28,128.40077039962836,0.0,470.8077857014393,NETWORKING EVENT,330.0
2023-03-01,182.09476659914634,0.0,549.4497173681874,Forecast,
2023-03-02,99.47055080683994,0.0,420.18941621408504,ONLINE LEARNING,398.0
2023-03-03,202.3989245486757,0.0,516.2978040497678,NETWORKING EVENT,394.0
2023-03-04,174.06270144439463,0.0,494.6862071728157,ONLINE LEARNING,454.0
2023-03-05,179.59931595184074,0.0,496.58028009503903,NETWORKING EVENT,18.0
2023-03-06,252.83391459923007,0.0,575.6371575889945,NETWORKING EVENT,310.0
2023-03-07,136.89072706168258,0.0,501.11102728142714,Forecast,
2023-03-08,252.47416227141792,0.0,581.693771250911,NETWORKING EVENT,612.0
2023-03-09,202.00880495090595,0.0,551.9320817820744,Forecast,
2023-03-10,319.7171338870828,11.556031483517291,653.975288626807,NETWORKING EVENT,596.0
2023-03-10,319.7171338870828,11.556031483517291,653.975288626807,SOCIAL GATHERING,586.0
2023-03-11,340.6693820224418,27.51084123153526,682.7439363463849,ONLINE LEARNING,172.0
2023-03-12,320.69841862987016,15.097995310931838,646.6083601730578,NETWORKING EVENT,512.0
2023-03-13,334.4208609682497,17.382846011344885,674.0982193929791,ONLINE LEARNING,444.0
2023-03-14,291.67023963041066,0.0,599.3403371113056,Forecast,
2023-03-15,234.71861010755214,0.0,578.1936394028295,Forecast,
2023-03-16,223.414976790707,0.0,544.5674443973463,Forecast,
2023-03-17,131.89729304485553,0.0,453.5348339199188,Forecast,
2023-03-18,111.46382412249616,0.0,430.1805440789595,Forecast,
2023-03-19,88.59098644722204,0.0,414.73321591411127,Forecast,
2023-03-20,74.62686342608929,0.0,420.3791716093026,Forecast,
2023-03-21,31.87624208818633,0.0,366.41869032477484,Forecast,
2023-03-22,49.22144114547001,0.0,385.43745172058414,Forecast,
2023-03-23,25.51041825870871,0.0,355.20187177038144,Forecast,
2023-03-24,73.85259300754375,0.0,380.19074810763334,NETWORKING EVENT,114.0
2023-03-25,93.52429873473204,0.0,422.14399946315837,NETWORKING EVENT,328.0
2023-03-26,83.77702037569317,0.0,401.5076265860642,Forecast,
2023-03-27,95.99172730464393,0.0,399.8545365597718,Forecast,
2023-03-28,47.03741118177402,0.0,357.32850230030317,Forecast,
2023-03-29,89.17762827074559,0.0,409.1395969482814,ONLINE LEARNING,372.0
2023-03-30,65.46660538402097,0.0,395.8396088901179,Forecast,
2023-03-31,128.8476309916964,0.0,482.5182456242126,ONLINE LEARNING,454.0
2023-04-01,148.2611628536487,0.0,458.56178147277046,ONLINE LEARNING,48.0
2023-04-02,144.71757927951313,0.0,468.71577626399926,Forecast,
2023-04-03,156.93228620844036,0.0,470.5326101226364,Forecast,
2023-04-04,107.97797008556695,0.0,446.4341803285917,Forecast,
2023-04-05,104.36225621251337,0.0,432.0466668597184,SOCIAL GATHERING,150.0
2023-04-06,135.66011552003044,0.0,459.76060944246285,NETWORKING EVENT,524.0
2023-04-07,122.91083159964191,0.0,449.50117279892225,Forecast,
2023-04-08,130.3608700748235,0.0,484.0986429511115,Forecast,
2023-04-09,127.95813124415531,0.0,450.50154010204045,Forecast,
2023-04-10,140.17283806989502,0.0,479.96307253943166,Forecast,
2023-04-11,104.43702375165147,0.0,441.9583433790234,SOCIAL GATHERING,208.0
2023-04-12,104.39988318799945,0.0,420.4333508489231,Forecast,
2023-04-13,36.02270658642479,0.0,384.30782333104514,SOCIAL GATHERING,224.0
2023-04-14,114.69929673745833,0.0,448.09024440758805,NETWORKING EVENT,542.0
2023-04-15,162.08854854943223,0.0,479.8596755379268,NETWORKING EVENT,394.0
2023-04-16,197.02600270815543,0.0,538.8065040024317,SOCIAL GATHERING,254.0
2023-04-17,209.24070953386666,0.0,544.6456181191063,Forecast,
2023-04-18,139.72335176862498,0.0,466.0882557173823,Forecast,
2023-04-19,207.38354850913015,0.0,529.5611978863807,NETWORKING EVENT,562.0
2023-04-20,164.84441235531924,0.0,506.8976175416329,Forecast,
2023-04-21,175.11110533381898,0.0,499.4720366354839,Forecast,
2023-04-22,159.505933991716,0.0,495.28446688121056,Forecast,
2023-04-23,97.72938327676569,0.0,428.207750055979,Forecast,
2023-04-24,158.1957718658861,0.0,483.04068337123397,NETWORKING EVENT,216.0
2023-04-25,109.2414556399463,0.0,439.4025421606637,Forecast,
2023-04-26,76.27165680764402,0.0,404.16348851789786,Forecast,
2023-04-27,59.9051734494349,0.0,378.82009126526617,Forecast,
2023-04-28,97.78614306967148,0.0,448.00140750159926,ONLINE LEARNING,122.0
2023-04-29,132.02918165686424,0.0,461.0084466281483,ONLINE LEARNING,374.0
2023-04-30,122.28190319547247,0.0,459.55836723522333,Forecast,
2023-05-01,93.58946789029017,0.0,408.1524165498255,Forecast,
2023-05-02,72.31346493466437,0.0,389.81822674992685,ONLINE LEARNING,40.0
2023-05-03,89.65866388963845,0.0,401.34943104287964,Forecast,
2023-05-04,65.94764090067505,0.0,404.16390824660124,Forecast,
2023-05-05,134.6008603756204,0.0,437.44334719415065,NETWORKING EVENT,592.0
2023-05-05,134.6008603756204,0.0,437.44334719415065,ONLINE LEARNING,250.0
2023-05-06,132.1419022597263,0.0,464.7811801199847,Forecast,
2023-05-07,129.73916342997484,0.0,448.7365248899189,Forecast,
2023-05-08,181.0104126120431,0.0,507.46294138056606,ONLINE LEARNING,630.0
2023-05-08,181.0104126120431,0.0,507.46294138056606,SOCIAL GATHERING,592.0
2023-05-09,106.95272353334695,0.0,416.77010257353885,Forecast,
2023-05-10,129.06752170424562,0.0,435.4938921319812,Forecast,
2023-05-11,105.35649871528226,0.0,419.68488364146316,Forecast,
2023-05-12,93.3198773582636,0.0,419.90705732825364,Forecast,
2023-05-13,138.09350202039732,0.0,452.5486071461843,NETWORKING EVENT,548.0
2023-05-14,128.3462235589619,0.0,458.4377773697398,Forecast,
2023-05-15,107.74623006707466,0.0,455.1423710072282,SOCIAL GATHERING,398.0
2023-05-16,102.90430250973981,0.0,424.5511203307098,NETWORKING EVENT,12.0
2023-05-17,120.24950146470937,0.0,401.70847046386973,Forecast,
2023-05-18,96.5384784757487,0.0,424.2625134710493,Forecast,
2023-05-19,133.66558040996534,0.0,469.83043937639417,Forecast,
2023-05-20,125.44563543500445,0.0,459.4496242355119,Forecast,
2023-05-21,155.32142801662616,0.0,507.6493724169344,NETWORKING EVENT,140.0
2023-05-22,182.75951976277233,0.0,505.1288390459935,NETWORKING EVENT,116.0
2023-05-23,145.47466226004485,0.0,472.6414666219013,ONLINE LEARNING,260.0
2023-05-24,167.58946043791155,0.0,480.52534737791234,Forecast,
2023-05-25,143.87843745592338,0.0,464.2409261737795,Forecast,
2023-05-26,211.501036376324,0.0,555.1039096171115,ONLINE LEARNING,588.0
2023-05-27,245.96094101762856,0.0,538.0815080899326,NETWORKING EVENT,60.0
2023-05-28,196.59059152013486,0.0,518.5488159788638,Forecast,
2023-05-29,168.26167453355828,0.0,478.0996948231709,Forecast,
2023-05-30,77.83430857993594,0.0,406.2672532340698,Forecast,
2023-05-31,179.17750256734698,0.0,518.344505836593,NETWORKING EVENT,434.0
2023-06-01,191.2906851462112,0.0,541.6002435271636,NETWORKING EVENT,226.0
2023-06-02,193.15269089204966,0.0,520.140261706912,Forecast,
2023-06-03,192.2427759755487,0.0,505.7417051286867,NETWORKING EVENT,304.0
2023-06-04,187.26509673693232,0.0,512.6655331039314,Forecast,
2023-06-05,263.9200003707464,0.0,614.3805025526273,ONLINE LEARNING,312.0
2023-06-05,263.9200003707464,0.0,614.3805025526273,SOCIAL GATHERING,554.0
2023-06-06,214.9656841526857,0.0,535.9583778484209,Forecast,
2023-06-07,147.23001167097837,0.0,476.98488188144705,NETWORKING EVENT,280.0
2023-06-08,100.45101732684363,0.0,426.5370393654337,ONLINE LEARNING,534.0
2023-06-09,169.6792682856436,0.0,500.50610548101116,ONLINE LEARNING,542.0
2023-06-10,178.56465922604497,0.0,498.2802038246131,Forecast,
2023-06-11,174.05812083472492,0.0,518.9750334432256,Forecast,
2023-06-12,111.35115074171571,0.0,450.25034664759636,Forecast,
2023-06-13,72.87831464988439,0.0,390.98946166862595,Forecast,
2023-06-14,81.29605075101972,0.0,403.9840935486486,Forecast,
2023-06-15,49.12725192592933,0.0,386.8221727250259,Forecast,
2023-06-16,59.39394489902513,0.0,390.0713175338081,Forecast,
2023-06-17,131.98594004050491,0.0,472.7477694560563,NETWORKING EVENT,96.0
2023-06-18,122.23866157305628,0.0,449.514129658953,Forecast,
2023-06-19,164.401536778258,0.0,481.0114204365609,NETWORKING EVENT,554.0
2023-06-20,115.44722054709814,0.0,454.61779240492075,Forecast,
2023-06-21,132.79241949599535,0.0,469.6712336743219,Forecast,
2023-06-22,109.08139650089373,0.0,445.0943515582509,Forecast,
2023-06-23,146.20849842884803,0.0,480.8799131522096,Forecast,
2023-06-24,122.11992326908465,0.0,430.4021978909436,NETWORKING EVENT,346.0
2023-06-25,135.00397643704366,0.0,474.9033677617587,NETWORKING EVENT,58.0
2023-06-26,112.02977480977796,0.0,400.91501077623366,Forecast,
2023-06-27,118.2057163888175,0.0,447.4309188503102,ONLINE LEARNING,278.0
2023-06-28,165.35450635781922,0.0,519.2721391311071,NETWORKING EVENT,12.0
2023-06-29,290.66143846336615,0.0,602.494686721438,ONLINE LEARNING,254.0
2023-06-30,339.0036131035371,0.0,681.085483454902,ONLINE LEARNING,114.0
2023-07-01,332.9355737478481,0.0,685.6085801236014,Forecast,
2023-07-02,305.79770370797246,0.0,635.1700895188039,Forecast,
2023-07-03,359.66599256557527,4.7750545573468415,693.1513874188356,SOCIAL GATHERING,396.0
2023-07-04,255.58141852414644,0.0,592.4690868545841,Forecast,
2023-07-05,243.12302645288054,0.0,574.0898575589982,Forecast,
2023-07-06,70.39404835717409,0.0,411.89998902971246,Forecast,
2023-07-07,96.30607757271024,0.0,421.0155429344567,Forecast,
2023-07-08,210.49504592972158,0.0,568.5537333686474,ONLINE LEARNING,430.0
2023-07-08,210.49504592972158,0.0,568.5537333686474,SOCIAL GATHERING,166.0
2023-07-09,236.148567908652,0.0,540.099348802941,SOCIAL GATHERING,974.0
2023-07-10,209.52122444614912,0.0,508.4107547450443,Forecast,
2023-07-11,171.91860536088046,0.0,494.1702314411944,NETWORKING EVENT,88.0
2023-07-12,189.2638043343849,0.0,517.7915948817445,Forecast,
2023-07-13,208.8846829303021,0.0,540.9833023049956,NETWORKING EVENT,570.0
2023-07-14,256.24579690673966,0.0,558.1678016646122,ONLINE LEARNING,120.0
2023-07-15,179.94436531122315,0.0,498.2063362266316,ONLINE LEARNING,134.0
2023-07-16,134.79628644681227,0.0,449.703153053357,Forecast,
2023-07-17,192.88807369138794,0.0,532.1909003970355,NETWORKING EVENT,516.0
2023-07-18,132.58206036361233,0.0,463.75149323949483,Forecast,
2023-07-19,171.5749302099753,0.0,489.85228836581103,ONLINE LEARNING,158.0
2023-07-20,102.10279733969901,0.0,431.15359769244475,Forecast,
2023-07-21,128.99588726843336,0.0,472.6421374065511,Forecast,
2023-07-22,183.3661604197798,0.0,504.026674478594,ONLINE LEARNING,436.0
2023-07-23,255.297140029074,0.0,608.8088996128597,NETWORKING EVENT,656.0
2023-07-24,221.63476647484603,0.0,575.6351390745032,Forecast,
2023-07-25,178.92267885373116,0.0,513.4214575929657,NETWORKING EVENT,216.0
2023-07-26,174.6202069544656,0.0,494.81873095354166,Forecast,
2023-07-27,153.33839231748817,0.0,476.78293325853855,Forecast,
2023-07-28,190.4654942701671,0.0,522.9248881542135,Forecast,
2023-07-29,157.2997521032724,0.0,482.25317531256366,Forecast,
2023-07-30,95.45298762553341,0.0,423.8283379030143,SOCIAL GATHERING,408.0
2023-07-31,123.24549002862364,0.0,463.0566083487131,NETWORKING EVENT,464.0
2023-08-01,70.47815353385036,0.0,394.7973500836315,Forecast,
2023-08-02,90.25256080473035,0.0,409.7780244483282,Forecast,
2023-08-03,66.54153779824652,0.0,384.0381354134783,Forecast,
2023-08-04,103.66863971453066,0.0,428.65055269554665,Forecast,
2023-08-05,119.56067993271944,0.0,448.51797871150603,Forecast,
2023-08-06,85.88347361084386,0.0,410.6644750600633,ONLINE LEARNING,512.0
2023-08-07,87.37880152898244,0.0,414.84766056940197,Forecast,
2023-08-08,83.56597790917948,0.0,405.32177718931587,NETWORKING EVENT,278.0
2023-08-09,100.91117684661214,0.0,454.72554800193546,Forecast,
2023-08-10,127.23424895176802,0.0,458.4779872909887,NETWORKING EVENT,200.0
2023-08-11,164.3613508681061,0.0,472.0684629083024,Forecast,
2023-08-12,180.25339108622396,0.0,510.2681859969744,Forecast,
2023-08-13,161.3566357889148,0.0,493.3057964425476,Forecast,
2023-08-14,355.0054032654833,46.88993775723449,675.8243639092517,SOCIAL GATHERING,66.0
2023-08-15,259.8381700896469,0.0,603.0853810986921,Forecast,
2023-08-16,305.3550962469104,0.0,640.969688418369,ONLINE LEARNING,310.0
2023-08-17,267.09359915812087,0.0,590.566005540358,NETWORKING EVENT,382.0
2023-08-17,267.09359915812087,0.0,590.566005540358,ONLINE LEARNING,540.0
2023-08-17,267.09359915812087,0.0,590.566005540358,SOCIAL GATHERING,160.0
2023-08-18,360.7295917593041,36.588303257714045,664.3509341687904,NETWORKING EVENT,540.0
2023-08-18,360.7295917593041,36.588303257714045,664.3509341687904,SOCIAL GATHERING,242.0
2023-08-19,376.6216319773537,49.9406301651157,704.2924684574774,Forecast,
2023-08-20,366.87435349844066,60.47063004255529,704.8339061649136,Forecast,
2023-08-21,214.3743391621522,0.0,525.7207830993013,NETWORKING EVENT,346.0
2023-08-22,217.3953805279684,0.0,538.0864593110146,NETWORKING EVENT,518.0
2023-08-23,228.51363080317412,0.0,559.8089801896548,ONLINE LEARNING,112.0
2023-08-24,191.85322162589608,0.0,517.3139911089071,SOCIAL GATHERING,370.0
2023-08-25,182.97333079284522,0.0,509.6495999104296,Forecast,
2023-08-26,241.80443836437013,0.0,554.315592429427,NETWORKING EVENT,458.0
2023-08-27,232.05715988947748,0.0,570.4650700633189,Forecast,
2023-08-28,224.05189453656646,0.0,578.7423062733426,Forecast,
2023-08-29,171.01843122505352,0.0,492.23087410493616,ONLINE LEARNING,516.0
2023-08-30,166.4188516088423,0.0,487.4234837618552,Forecast,
2023-08-31,188.18773673273063,0.0,529.0913349410787,NETWORKING EVENT,300.0
2023-08-31,188.18773673273063,0.0,529.0913349410787,ONLINE LEARNING,290.0
2023-09-01,228.81547129720832,0.0,557.4976759635806,Forecast,
2023-09-02,205.26907681422836,0.0,538.9346965321923,Forecast,
2023-09-03,247.3732324924835,0.0,570.2093549640529,ONLINE LEARNING,350.0
2023-09-04,259.5879393055691,0.0,558.3270702100494,Forecast,
2023-09-05,249.06042616216376,0.0,568.6992305417973,NETWORKING EVENT,184.0
2023-09-05,249.06042616216376,0.0,568.6992305417973,SOCIAL GATHERING,458.0
2023-09-06,315.0557033260177,0.0,663.4741242914347,NETWORKING EVENT,234.0
2023-09-06,315.0557033260177,0.0,663.4741242914347,SOCIAL GATHERING,112.0
2023-09-07,202.3267414805766,0.0,542.276931407235,Forecast,
2023-09-08,246.45510868873004,0.0,566.5645891654208,Forecast,
2023-09-09,262.3471489109473,0.0,608.5919371581981,Forecast,
2023-09-10,219.18085063150687,0.0,541.2406396075287,SOCIAL GATHERING,374.0
2023-09-11,234.81477409144708,0.0,575.6109759753551,Forecast,
2023-09-12,104.58533569143866,0.0,445.2172442421731,ONLINE LEARNING,122.0
2023-09-13,76.781089054286,0.0,379.52986151151526,Forecast,
2023-09-14,59.90849934549594,0.0,372.03974012254605,Forecast,
2023-09-15,106.51574560330302,0.0,423.61476225636426,SOCIAL GATHERING,508.0
2023-09-16,122.40778580839623,0.0,448.67694502836423,Forecast,
2023-09-17,90.89029231806548,0.0,425.37652685149476,Forecast,
2023-09-18,106.52421576099023,0.0,434.75187659185457,Forecast,
2023-09-19,129.0830655481821,0.0,464.02552904221784,NETWORKING EVENT,172.0
2023-09-19,129.0830655481821,0.0,464.02552904221784,SOCIAL GATHERING,60.0
2023-09-20,194.0984816465476,0.0,503.68813824989417,NETWORKING EVENT,362.0
2023-09-21,170.38745862707577,0.0,492.48216531031414,Forecast,
2023-09-22,201.28641222848083,0.0,506.83226040046475,NETWORKING EVENT,334.0
2023-09-23,231.71979920123482,0.0,543.9815414188355,NETWORKING EVENT,38.0
2023-09-24,251.77611172948878,0.0,570.0897671894066,NETWORKING EVENT,12.0
2023-09-25,291.1403822095565,0.0,627.7852764388626,SOCIAL GATHERING,408.0
2023-09-26,148.52892520853314,0.0,449.8058014321055,Forecast,
2023-09-27,130.69118442733082,0.0,457.83283711546426,ONLINE LEARNING,512.0
2023-09-28,125.58000133934533,0.0,457.643938927274,SOCIAL GATHERING,190.0
2023-09-29,152.61667391443993,0.0,458.40660445030164,Forecast,
2023-09-30,157.38658399902715,0.0,506.62235408384214,Forecast,
2023-10-01,150.5101988901534,0.0,493.93848599603666,NETWORKING EVENT,288.0
2023-10-02,135.57534200222628,0.0,467.4971999291105,Forecast,
2023-10-03,90.04024239349452,0.0,410.295051683436,Forecast,
2023-10-04,98.31738049657757,0.0,425.6893080335468,Forecast,
2023-10-05,59.425734192436295,0.0,396.0181583295656,Forecast,
2023-10-06,145.72046168911535,0.0,471.13393821153426,NETWORKING EVENT,292.0
2023-10-06,145.72046168911535,0.0,471.13393821153426,ONLINE LEARNING,396.0
2023-10-07,243.98029190700643,0.0,577.5317685265936,NETWORKING EVENT,594.0
2023-10-07,243.98029190700643,0.0,577.5317685265936,ONLINE LEARNING,184.0
2023-10-08,228.39902715770774,0.0,559.112681745743,SOCIAL GATHERING,160.0
2023-10-09,276.1377138132522,0.0,601.3114499125204,NETWORKING EVENT,400.0
2023-10-10,227.18339664027366,0.0,543.1965709229858,Forecast,
2023-10-11,244.52859464740132,0.0,587.2662965077499,Forecast,
2023-10-12,292.7138287432166,0.0,628.0466882669543,NETWORKING EVENT,398.0
2023-10-12,292.7138287432166,0.0,628.0466882669543,SOCIAL GATHERING,206.0
2023-10-13,273.29201245581976,0.0,611.2916473540604,Forecast,
2023-10-14,201.41600756749972,0.0,523.9675128893781,Forecast,
2023-10-15,178.58299046009057,0.0,486.1125119765702,SOCIAL GATHERING,256.0
2023-10-16,160.673969725572,0.0,468.81336155995723,Forecast,
2023-10-17,174.4241778771893,0.0,500.6066012491487,NETWORKING EVENT,162.0
2023-10-17,174.4241778771893,0.0,500.6066012491487,ONLINE LEARNING,100.0
2023-10-18,191.76937588435248,0.0,511.39903824405184,Forecast,
2023-10-19,85.36158558780173,0.0,430.9057810238004,Forecast,
2023-10-20,146.38377335348713,0.0,468.0135210724175,ONLINE LEARNING,124.0
2023-10-21,162.2758126414574,0.0,462.08190921775224,Forecast,
2023-10-22,140.51902811464782,0.0,481.74022607667956,ONLINE LEARNING,338.0
2023-10-23,165.72429979937698,0.0,492.4164390135349,SOCIAL GATHERING,234.0
2023-10-24,100.56847703542086,0.0,433.4599447715844,NETWORKING EVENT,742.0
2023-10-25,128.71418336972044,0.0,445.7249979609534,Forecast,
2023-10-26,105.00315943286702,0.0,431.0485556385714,Forecast,
2023-10-27,123.63542780313466,0.0,428.0316726043717,Forecast,
2023-10-28,181.96018050554522,0.0,503.68607806165755,NETWORKING EVENT,42.0
2023-10-29,165.0673916027389,0.0,473.4242675968734,Forecast,
2023-10-30,188.91024837845404,0.0,501.79244595770314,NETWORKING EVENT,158.0
2023-10-31,102.94486896411495,0.0,414.2506792663815,NETWORKING EVENT,128.0
2023-11-01,131.09057529836258,0.0,453.7372911394482,Forecast,
2023-11-02,107.37955136242552,0.0,427.6345785216837,Forecast,
2023-11-03,157.6322116654781,0.0,487.0002547879696,SOCIAL GATHERING,512.0
2023-11-04,131.09153753958225,0.0,466.29553515142527,Forecast,
2023-11-05,126.7445122946475,0.0,446.0700468806348,Forecast,
2023-11-06,114.34050147125204,0.0,446.5628054100213,Forecast,
2023-11-07,45.09371847979364,0.0,400.6139219950155,Forecast,
2023-11-08,99.883710822924,0.0,446.7257004971118,SOCIAL GATHERING,104.0
2023-11-09,124.77133530706563,0.0,455.06528044833226,SOCIAL GATHERING,416.0
2023-11-10,147.25711018931548,0.0,484.67114737688087,Forecast,
2023-11-11,164.66491626634266,0.0,513.2076722193892,Forecast,
2023-11-12,227.02043398289229,0.0,567.0169512356398,ONLINE LEARNING,40.0
2023-11-12,227.02043398289229,0.0,567.0169512356398,SOCIAL GATHERING,230.0
2023-11-13,239.23513986238032,0.0,560.4107805979122,Forecast,
2023-11-14,190.28082269017702,0.0,500.13578112019104,Forecast,
2023-11-15,222.46815002043581,0.0,530.8370490786666,NETWORKING EVENT,550.0
2023-11-16,150.15847766416647,0.0,468.06475978611485,Forecast,
2023-11-17,188.80134543967097,0.0,511.6598887702457,Forecast,
2023-11-18,229.36447930440835,0.0,531.7346629013567,ONLINE LEARNING,310.0
2023-11-19,144.48286919415835,0.0,459.5135289518583,Forecast,
2023-11-20,190.3898369037918,0.0,519.5363242213459,NETWORKING EVENT,188.0
2023-11-21,141.4355197315433,0.0,480.01709447477396,Forecast,
2023-11-22,108.86251466844107,0.0,424.02507493667196,Forecast,
2023-11-23,86.66725752082488,0.0,432.9576767571335,Forecast,
2023-11-24,123.79435850779157,0.0,436.20497467217336,Forecast,
2023-11-25,113.49953643254429,0.0,430.5388403794757,Forecast,
2023-11-26,136.7652353904425,0.0,477.863099371595,SOCIAL GATHERING,394.0
2023-11-27,143.81875950315964,0.0,489.43656778910474,SOCIAL GATHERING,430.0
2023-11-28,96.38020912026107,0.0,421.67912431403494,Forecast,
2023-11-29,155.80774718689793,0.0,479.1851707140886,NETWORKING EVENT,430.0
2023-11-30,157.20154992173804,0.0,473.95980479151706,NETWORKING EVENT,248.0
2023-12-01,205.37849234812685,0.0,533.1711984197962,SOCIAL GATHERING,322.0
2023-12-02,256.0517147824859,0.0,573.9485872512355,ONLINE LEARNING,660.0
2023-12-03,291.0740791726953,0.0,638.2498471582411,NETWORKING EVENT,288.0
2023-12-03,291.0740791726953,0.0,638.2498471582411,SOCIAL GATHERING,346.0
2023-12-04,312.82056416306267,0.0,674.1686907623093,ONLINE LEARNING,542.0
2023-12-05,273.66423138177765,0.0,607.7865162205089,NETWORKING EVENT,540.0
2023-12-06,247.41132254421626,0.0,577.3527945595022,Forecast,
2023-12-07,216.202929558242,0.0,525.808747805413,NETWORKING EVENT,106.0
2023-12-08,241.02959855966543,0.0,578.3650881405025,Forecast,
2023-12-09,256.40655661903725,0.0,592.1464197300867,SOCIAL GATHERING,42.0
2023-12-10,172.41880048109473,0.0,491.7984145164932,ONLINE LEARNING,382.0
2023-12-11,150.85277131370015,0.0,494.7988438592869,Forecast,
2023-12-12,93.61623654090099,0.0,415.94288532901874,Forecast,
2023-12-13,113.72779188593617,0.0,445.2345001229861,Forecast,
2023-12-14,69.6429529951021,0.0,401.4194944637045,Forecast,
2023-12-15,126.25575084172233,0.0,444.3036698037474,NETWORKING EVENT,346.0
2023-12-16,192.85440379355646,0.0,515.3954254493218,ONLINE LEARNING,156.0
